configuration,status,dimension,value,nominal_conditions,seed,mean_coverage,macro_F1,MAE
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,TV,16,17,0.9625686813186813,0.5805387239864191,0.6384685094357564
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,TV,16,29,0.9625686813186813,0.5783487412780136,0.6619133123691167
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,TV,16,43,0.9625686813186813,0.5789403792774376,0.6310060456034323
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,V,16,17,0.9625686813186813,0.5767994167651321,0.6257208212372971
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,V,16,29,0.9625686813186813,0.5940122455947681,0.639281169335782
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,V,16,43,0.9625686813186813,0.592971601628464,0.6355006962026065
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.1,24,17,0.9809981684981685,0.577000039929907,0.6262896452114654
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.1,24,29,0.9809981684981685,0.5949522897416659,0.6433815661028779
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.1,24,43,0.9809981684981685,0.5911547183371916,0.6200557500321245
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.3,24,17,0.9809981684981685,0.5836311217912021,0.6298122216267297
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.3,24,29,0.9809981684981685,0.5906517247479636,0.6477000203181872
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.3,24,43,0.9809981684981685,0.5881044692378989,0.6300831292034635
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.5,24,17,0.9809981684981685,0.5830496347516432,0.6345582208131961
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.5,24,29,0.9809981684981685,0.5850269125905792,0.6522353961447799
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.5,24,43,0.9809981684981685,0.5823683226939504,0.6436913040391711
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.7,24,17,0.9720695970695972,0.5780303326994093,0.643715265487941
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.7,24,29,0.9720695970695972,0.5803833022505598,0.6654408936713428
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.7,24,43,0.9720695970695972,0.5764940832556646,0.6693140600507386
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,back,24,17,0.9787660256410257,0.5753799456446217,0.6364394989900924
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,back,24,29,0.9787660256410257,0.5844852001384181,0.6547513262889996
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,back,24,43,0.9787660256410257,0.581518191124669,0.6414416261532463
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,front,24,17,0.9787660256410257,0.578182292767412,0.6374524988112458
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,front,24,29,0.9787660256410257,0.5855503694861812,0.6577306910216459
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,front,24,43,0.9787660256410257,0.5827652295433255,0.6430010776700158
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,middle,24,17,0.9787660256410257,0.5868449894076939,0.6281758501735677
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,middle,24,29,0.9787660256410257,0.5928772463431226,0.6454208753867724
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,middle,24,43,0.9787660256410257,0.5893452826772653,0.637743202017061
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,random,24,17,0.9787660256410257,0.5813039013524341,0.6323075051644264
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,random,24,29,0.9787660256410257,0.5881014133630468,0.6508549835397699
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,random,24,43,0.9787660256410257,0.5844928901794458,0.6409583374851746
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,A,16,17,0.992445054945055,0.5789322319142848,0.6330619024438886
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,A,16,29,0.992445054945055,0.5898226860239926,0.6414555914288573
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,A,16,43,0.992445054945055,0.589552847235649,0.6321742223459103
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,AV,16,17,0.9625686813186813,0.5807954247796194,0.6320823099492369
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,AV,16,29,0.9625686813186813,0.5883174759784658,0.6398650004933124
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,AV,16,43,0.9625686813186813,0.5919197175748497,0.6504524846083132
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,T,16,17,1.0,0.5758083724809899,0.6421084254419799
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,T,16,29,1.0,0.5751483097577859,0.6573156155758585
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,T,16,43,1.0,0.5765134350327032,0.637987118779878
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,TA,16,17,0.992445054945055,0.577476851729394,0.6449972955975954
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,TA,16,29,0.992445054945055,0.5758886889298724,0.6605937789460531
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,TA,16,43,0.992445054945055,0.577623973174147,0.6427083062915553
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,TV,16,17,0.9625686813186813,0.5775517114335502,0.6416917431068734
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,TV,16,29,0.9625686813186813,0.5713270984335445,0.6534696511504953
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,TV,16,43,0.9625686813186813,0.5780674105321869,0.6421660905432259
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,V,16,17,0.9625686813186813,0.5819074880959474,0.6320700456419265
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,V,16,29,0.9625686813186813,0.5858352752255361,0.636689074614382
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,V,16,43,0.9625686813186813,0.5970727303920611,0.6338985338339432
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.1,24,17,0.9809981684981685,0.5785274733888576,0.6330019398703239
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.1,24,29,0.9809981684981685,0.5850152532155505,0.638285632673469
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.1,24,43,0.9809981684981685,0.596085563139302,0.6240615209374997
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.3,24,17,0.9809981684981685,0.5818794737671921,0.6355880692394155
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.3,24,29,0.9809981684981685,0.5826953957608644,0.6442647148955069
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.3,24,43,0.9809981684981685,0.5904422757628258,0.632687950803828
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.5,24,17,0.9809981684981685,0.5799727471912455,0.6388446209948109
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.5,24,29,0.9809981684981685,0.5807646110498549,0.6489608072031362
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.5,24,43,0.9809981684981685,0.5810859084564738,0.6427557687345938
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.7,24,17,0.9720695970695972,0.5746016926085621,0.6432398513497835
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.7,24,29,0.9720695970695972,0.5757510962065284,0.6614146533671935
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.7,24,43,0.9720695970695972,0.5728863286024629,0.6600859304592958
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,back,24,17,0.9787660256410257,0.5735037925179536,0.6400553339724852
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,back,24,29,0.9787660256410257,0.5792690830645761,0.6516190434758689
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,back,24,43,0.9787660256410257,0.5862485682813772,0.637174327901688
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,front,24,17,0.9787660256410257,0.5778565312411271,0.6432114076894219
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,front,24,29,0.9787660256410257,0.5780394282686533,0.6509325668749948
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,front,24,43,0.9787660256410257,0.5833742267539664,0.6463620268189519
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,middle,24,17,0.9787660256410257,0.5843893738424416,0.631476822561649
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,middle,24,29,0.9787660256410257,0.584911043572208,0.6428313253117077
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,middle,24,43,0.9787660256410257,0.5853101311451822,0.6365942471673627
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,random,24,17,0.9787660256410257,0.5792316893543349,0.6359309172307775
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,random,24,29,0.9787660256410257,0.5820068013273607,0.6475428724767344
R0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,random,24,43,0.9787660256410257,0.5855671497805389,0.6394605690472147
